Cleaned Skill,Skills from DB,count,Action taken,issues not handled by prompt,Comments,not found uuid
java,java basics,12547,grouped,should be undere java,,18e3ab00-457e-11e9-a89e-70106fbef856
java,know java,12547,grouped,should be undere java,,2716a65f-457e-11e9-a89e-70106fbef856
java,knowledge in java,12547,grouped,should be undere java,,1d37d35e-457e-11e9-a89e-70106fbef856
java,knowledge on java,12547,grouped,should be undere java,,274e7062-457e-11e9-a89e-70106fbef856
java,lead java,12547,grouped,should be undere java,,dbd53b7e-d586-4701-b140-e836d8abf3b1
java,programming in java,12547,grouped,should be undere java,,1b40b0b2-457e-11e9-a89e-70106fbef856
java,java caps,12547,grouped,should be undere java,,5989b54b-5452-11e9-a89e-70106fbef856
java,java trainee,12547,grouped,should be undere java,,82f74756-3878-4334-b5ef-2a2fcbd77c5d
java,jva,12547,grouped,should be undere java,,3142f73b-c1fe-4df9-a3fc-701f3f7e3ee2
java,senior java developer,12547,grouped,should be undere java,,8a5552c2-c155-45ea-a5ec-bbd73b32f3a5
java,basic knowledge in java,12547,grouped,should be undere java,,25ef2d1c-457e-11e9-a89e-70106fbef856
java,basic knowledge of core java,12547,grouped,should be undere java,,26d2fba4-457e-11e9-a89e-70106fbef856
java,basics of core java,12547,grouped,should be undere java,,1bbc7e1e-457e-11e9-a89e-70106fbef856
java,good knowledge of java,12547,grouped,should be undere java,,26953aa7-457e-11e9-a89e-70106fbef856
java,java business planning management,12547,grouped,should be undere java,,2208a8c2-8355-45fa-a13f-7a6f874ccd1d
java,java business process model,12547,grouped,should be undere java,,59897eda-5452-11e9-a89e-70106fbef856
java,java core and advance,12547,grouped,should be undere java,,26dedc0c-457e-11e9-a89e-70106fbef856
java,worked with java at college,12547,grouped,should be undere java,,2ca4975c-457e-11e9-a89e-70106fbef856
java,coding in java,12547,grouped,should be undere java,,2c8a22f2-457e-11e9-a89e-70106fbef856
java,java certified programmer,12547,grouped,should be undere java,,598a1b77-5452-11e9-a89e-70106fbef856
java,java certified,12547,grouped,should be undere java,,2786a210-457e-11e9-a89e-70106fbef856
java,java code,12547,grouped,should be undere java,,18a02591-457e-11e9-a89e-70106fbef856
java,java coding,12547,grouped,should be undere java,,25abf4be-457e-11e9-a89e-70106fbef856
java,java collections,12547,grouped,should be undere java,,27c2eba1-457e-11e9-a89e-70106fbef856
java,java concurrency,12547,grouped,should be undere java,,598a4f6f-5452-11e9-a89e-70106fbef856
java,java core,12547,grouped,should be undere java,,18eff819-457e-11e9-a89e-70106fbef856
java,java development,12547,grouped,should be undere java,,1c175b54-457e-11e9-a89e-70106fbef856
java,java expert,12547,grouped,should be undere java,,dcb0508a-db9f-4d35-ba96-93a9c1ba9ce3
java,java framework,12547,grouped,should be undere java,,2656646c-457e-11e9-a89e-70106fbef856
java,java frameworks,12547,grouped,should be undere java,,1898d22b-457e-11e9-a89e-70106fbef856
java,java language,12547,grouped,should be undere java,,1b723db1-457e-11e9-a89e-70106fbef856
java,java languages,12547,grouped,should be undere java,,1c6eca96-457e-11e9-a89e-70106fbef856
java,java performance,12547,grouped,should be undere java,,598bbd5c-5452-11e9-a89e-70106fbef856
java,java production,12547,grouped,should be undere java,,ffcc33b2-d11d-4833-9e67-9d15d1323ea9
java,java production support,12547,grouped,should be undere java,,276b8544-457e-11e9-a89e-70106fbef856
java,java programing,12547,grouped,should be undere java,,1ccfefff-457e-11e9-a89e-70106fbef856
java,java programming,12547,grouped,should be undere java,,18eafd9e-457e-11e9-a89e-70106fbef856
java,java programming language,12547,grouped,should be undere java,,1d232635-457e-11e9-a89e-70106fbef856
java,java robot,12547,grouped,should be undere java,,25c83dc9-457e-11e9-a89e-70106fbef856
java,java fresher,12547,grouped,should be undere java,,1c8aa30b-457e-11e9-a89e-70106fbef856
java,java technologies,12547,grouped,should be undere java,,1c01c810-457e-11e9-a89e-70106fbef856
java,java technology,12547,grouped,should be undere java,,1d0ddc1a-457e-11e9-a89e-70106fbef856
java,java tools,12547,grouped,should be undere java,,2cb028f3-457e-11e9-a89e-70106fbef856
sql,advanced sql,11746,grouped,,,1d338c1d-457e-11e9-a89e-70106fbef856
sql,and sql,11746,grouped,,,1d8d5789-457e-11e9-a89e-70106fbef856
sql,basic sql,11746,grouped,,,1abf48cb-457e-11e9-a89e-70106fbef856
sql,basics of sql,11746,grouped,,,1b23ebf3-457e-11e9-a89e-70106fbef856
sql,core sql,11746,grouped,,,1b37d935-457e-11e9-a89e-70106fbef856
sql,database query sql,11746,grouped,,,1c07f7b5-457e-11e9-a89e-70106fbef856
sql,db sql,11746,grouped,,,26758bb4-457e-11e9-a89e-70106fbef856
sql,good in sql,11746,grouped,,,27c41e86-457e-11e9-a89e-70106fbef856
sql,knowledge of sql,11746,grouped,,,2606153a-457e-11e9-a89e-70106fbef856
sql,microsoft sql,11746,grouped,,,59be4bd9-af7c-4caa-838e-5496c8fda370
sql,microsoft sql server,11746,grouped,,,18d24702-457e-11e9-a89e-70106fbef856
sql,sql,11746,grouped,,,4a5d94f6-424c-4df8-adaf-700135c94dab
sql,sql basic,11746,grouped,,,1d5a8b15-457e-11e9-a89e-70106fbef856
sql,sql basics,11746,grouped,,,1b5c687d-457e-11e9-a89e-70106fbef856
sql,sql language,11746,grouped,,,26dea693-457e-11e9-a89e-70106fbef856
sql,sql language knowledge,11746,grouped,,,1d5a213c-457e-11e9-a89e-70106fbef856
sql,sql scripting,11746,grouped,,,1c234a9c-457e-11e9-a89e-70106fbef856
sql,sql scripts,11746,grouped,,,262203cd-457e-11e9-a89e-70106fbef856
sql,sql programming,11746,grouped,,,1c10cb0a-457e-11e9-a89e-70106fbef856
sql,soql,11746,grouped,,,18dfdc00-457e-11e9-a89e-70106fbef856
sql,sql 12,11746,grouped,,,2ca9f369-457e-11e9-a89e-70106fbef856
sql,sql etc,11746,grouped,,,1d1fc8d5-457e-11e9-a89e-70106fbef856
sql,sql mail,11746,grouped,,,1bb09663-457e-11e9-a89e-70106fbef856
sql,sql net,11746,grouped,,,5a66d477-5452-11e9-a89e-70106fbef856
sql,sql osmm,11746,grouped,,,b93deba0-1f21-4d1d-902d-2d77c291326c
sql,sql s,11746,grouped,,,25a42016-457e-11e9-a89e-70106fbef856
sql,sql serve,11746,grouped,,,2691899c-457e-11e9-a89e-70106fbef856
sql,sql server etc,11746,grouped,,,27d820d3-457e-11e9-a89e-70106fbef856
sql,visual sql,11746,grouped,,,789a44dd-5cb7-4246-b871-3ff0f30e7950
sql,automation tester sql server vb script adodb qa qc engineer sql automation testing functional testing manual testing software testing vb scripting qtp,11746,grouped,,,27d4fbfa-457e-11e9-a89e-70106fbef856
sql,basic knowledge of sql,11746,grouped,,,2543bcbb-457e-11e9-a89e-70106fbef856
sql,oracle sql and pl,11746,grouped,,,1d01dbbb-457e-11e9-a89e-70106fbef856
sql,sql and database design,11746,grouped,,,435078bf-e8f6-485c-8865-90884effc1f3
python,basic python,11242,grouped,,,1bee674e-457e-11e9-a89e-70106fbef856
python,basics of python,11242,grouped,,,1bc0006b-457e-11e9-a89e-70106fbef856
python,core python,11242,grouped,,,1d348e99-457e-11e9-a89e-70106fbef856
python,python,11242,grouped,,,eb81df54-a693-4ef7-b44f-ded7e12e1d7c
python,python 2,11242,grouped,,,2718c2d9-457e-11e9-a89e-70106fbef856
python,python 3,11242,grouped,,,1b4122c0-457e-11e9-a89e-70106fbef856
python,python3,11242,grouped,,,26de74d3-457e-11e9-a89e-70106fbef856
python,python basics,11242,grouped,,,1c599551-457e-11e9-a89e-70106fbef856
python,python development,11242,grouped,,,adef4d0c-62b8-4299-924d-128b559a03f3
python,python language,11242,grouped,,,27b7b6bd-457e-11e9-a89e-70106fbef856
python,python programming,11242,grouped,,,1c876dee-457e-11e9-a89e-70106fbef856
python,python scripting,11242,grouped,,,189b9fbc-457e-11e9-a89e-70106fbef856
css,advanced css,10621,grouped,,,2548fd27-457e-11e9-a89e-70106fbef856
css,and css,10621,grouped,,,27052548-457e-11e9-a89e-70106fbef856
css,basic css,10621,grouped,,,1b82a908-457e-11e9-a89e-70106fbef856
css,cascading style sheet,10621,grouped,,,1cc50f8f-457e-11e9-a89e-70106fbef856
css,ccs,10621,grouped,,,310de07d-8d64-4392-bbaa-b653ed55a91f
css,ccs3,10621,grouped,,,25e3f420-457e-11e9-a89e-70106fbef856
css,css,10621,grouped,,,ad63ed97-d5a6-46b3-87f4-bd09ab76b633
css,css 2,10621,grouped,,,1c9b0a0e-457e-11e9-a89e-70106fbef856
css,css 3,10621,grouped,,,1909a5ff-457e-11e9-a89e-70106fbef856
css,css etc,10621,grouped,,,25754df7-457e-11e9-a89e-70106fbef856
css,css sprites,10621,grouped,,,58e9ae92-5452-11e9-a89e-70106fbef856
css,css/css3,10621,grouped,,,1afed4d4-87dc-464b-8d2f-b31baed18963
css,css2,10621,grouped,,,1b460028-457e-11e9-a89e-70106fbef856
css,css3,10621,grouped,,,18943f45-457e-11e9-a89e-70106fbef856
css,css3html5,10621,grouped,,,e04877cb-3c05-4796-9f1b-2d460ac3565a
c++,and c++,10375,grouped,,,2768b509-457e-11e9-a89e-70106fbef856
c++,basics in c++,10375,grouped,,,27de0145-457e-11e9-a89e-70106fbef856
c++,basics of c++,10375,grouped,,,1b422f99-457e-11e9-a89e-70106fbef856
c++,c++,10375,grouped,,,4d4463cf-84c9-4112-a16c-b9a011fc11f7
c++,c++11,10375,grouped,,,2506bc2f-457e-11e9-a89e-70106fbef856
c++,c++14,10375,grouped,,,not found uuid
c++,c++17,10375,grouped,,,not found uuid
c++,c++ and,10375,grouped,,,2614e8e4-457e-11e9-a89e-70106fbef856
c++,c++ development,10375,grouped,,,a359389b-5426-4690-a52b-b33c6cf3a3bc
c++,c++ language,10375,grouped,,,18aaa87c-457e-11e9-a89e-70106fbef856
c++,c++ programming,10375,grouped,,,190602f0-457e-11e9-a89e-70106fbef856
c++,c++ programming language,10375,grouped,,,1d669181-457e-11e9-a89e-70106fbef856
c++,c++ stl,10375,grouped,,,1bd05628-457e-11e9-a89e-70106fbef856
c++,cpp,10375,grouped,,,8c3a39b9-4018-4c0b-8427-1eca686be8ee
c++,ooad c++,10375,grouped,,,278f50a5-457e-11e9-a89e-70106fbef856
c++,programming in c++,10375,grouped,,,1c98ce41-457e-11e9-a89e-70106fbef856
c++,c and c++,10375,grouped,,,18d72665-457e-11e9-a89e-70106fbef856
c++,c and cpp,10375,grouped,,,25ee838d-457e-11e9-a89e-70106fbef856
c++,c and object,10375,grouped,,,189582ed-457e-11e9-a89e-70106fbef856
c++,c c++,10375,grouped,,,18cb1db5-457e-11e9-a89e-70106fbef856
c++,c plus,10375,grouped,,,26fd6cfc-457e-11e9-a89e-70106fbef856
c++,c cpp,10375,grouped,,,256f10c6-457e-11e9-a89e-70106fbef856
c++,c with c++,10375,grouped,,,27d2d908-457e-11e9-a89e-70106fbef856
c++,c plus plus embedded,10375,grouped,,,958f70b3-ec67-4b88-b158-e0ed4185b9dd
c++,good in c and c++,10375,grouped,,,27b36ec3-457e-11e9-a89e-70106fbef856
mysql,basic mysql,9615,grouped,,,2710e05b-457e-11e9-a89e-70106fbef856
mysql,mysql,9615,grouped,,,be7cc27e-a574-4f78-bd1e-783cc3df5a29
mysql,mysql 5,9615,grouped,,,a4df13f4-9623-48ab-bd11-e5def535b75a
mysql,mysql database,9615,grouped,,,18b92f66-457e-11e9-a89e-70106fbef856
mysql,mysql server,9615,grouped,,,3bd274d9-dc14-4943-ba3b-225eeac40906
mysql,mybatis,9615,grouped,,,1b395555-457e-11e9-a89e-70106fbef856
mysql,mysq,9615,grouped,,,1c23b7b0-457e-11e9-a89e-70106fbef856
mysql,mysql 4,9615,grouped,,,18d6bc8b-457e-11e9-a89e-70106fbef856
mysql,mysql database administration,9615,grouped,,,2635d74d-457e-11e9-a89e-70106fbef856
mysql,mysql database design,9615,grouped,,,2764970b-457e-11e9-a89e-70106fbef856
mysql,mysql db,9615,grouped,,,1cf39c14-457e-11e9-a89e-70106fbef856
mysql,mysql dba,9615,grouped,,,18fe91bb-457e-11e9-a89e-70106fbef856
mysql,mysql etc,9615,grouped,,,26154c35-457e-11e9-a89e-70106fbef856
mysql,mysql tools,9615,grouped,,,18f5f47e-457e-11e9-a89e-70106fbef856
mysql,mysql workbench,9615,grouped,,,1d4d5da4-457e-11e9-a89e-70106fbef856
mysql,mysql5,9615,grouped,,,1c533287-457e-11e9-a89e-70106fbef856
mysql,mysqli,9615,grouped,,,1bff4a8f-457e-11e9-a89e-70106fbef856
mysql,mysql os,9615,grouped,,,1b6e4c08-457e-11e9-a89e-70106fbef856
mysql,sql server my sql,9615,grouped,,,18993686-457e-11e9-a89e-70106fbef856
html,basic html,9412,grouped,group it under html,,1ae58e1c-457e-11e9-a89e-70106fbef856
html,basics in html,9412,grouped,group it under html,,276d659a-457e-11e9-a89e-70106fbef856
html,basics of html,9412,grouped,group it under html,,1b4b5b4a-457e-11e9-a89e-70106fbef856
html,good in html,9412,grouped,group it under html,,2765d085-457e-11e9-a89e-70106fbef856
html,html,9412,grouped,group it under html,,e31a977d-0c52-4546-9877-7ab08928dee6
html,html coding,9412,grouped,group it under html,,189731d8-457e-11e9-a89e-70106fbef856
html,html development,9412,grouped,group it under html,,not found uuid
html,html programming,9412,grouped,group it under html,,2554b23c-457e-11e9-a89e-70106fbef856
html,html scripting,9412,grouped,group it under html,,2510c71b-457e-11e9-a89e-70106fbef856
html,html language,9412,grouped,group it under html,,264ee814-457e-11e9-a89e-70106fbef856
html,html design,9412,grouped,group it under html,,18bed044-457e-11e9-a89e-70106fbef856
html,html help,9412,grouped,group it under html,,26a46b5d-457e-11e9-a89e-70106fbef856
html,hmtl,9412,grouped,group it under html,,1d4ac567-457e-11e9-a89e-70106fbef856
html,knowledge in html,9412,grouped,group it under html,,27e866d5-457e-11e9-a89e-70106fbef856
html,basic knowledge of html,9412,grouped,group it under html,,25410e66-457e-11e9-a89e-70106fbef856
react,react,6739,grouped,,,18ea8cec-457e-11e9-a89e-70106fbef856
react,react dot js,6739,grouped,,,5a498b13-5452-11e9-a89e-70106fbef856
react,react js,6739,grouped,,,18feca76-457e-11e9-a89e-70106fbef856
react,react native,6739,grouped,,,1afb192a-457e-11e9-a89e-70106fbef856
react,react or,6739,grouped,,,79241253-92cc-477a-9c45-70d2f56ccde7
react,react.js,6739,grouped,,,5a5c2bfc-5452-11e9-a89e-70106fbef856
react,reactjs,6739,grouped,,,18cd2626-457e-11e9-a89e-70106fbef856
amazon web service,aws,4735,grouped,group this under amazon aws,,b87f9211-f56e-4dd2-b7d1-386709c53e47
amazon web service,aws cloud,4735,grouped,group this under amazon aws,,1b57560a-457e-11e9-a89e-70106fbef856
amazon web service,aws cloud computing,4735,grouped,group this under amazon aws,,258f2bf5-457e-11e9-a89e-70106fbef856
amazon web service,aws services,4735,grouped,group this under amazon aws,,267968f7-457e-11e9-a89e-70106fbef856
amazon web service,amazon web,4735,grouped,group this under amazon aws,,27bcd108-457e-11e9-a89e-70106fbef856
amazon web service,amazon web service,4735,grouped,group this under amazon aws,,5cd07fbc-d31b-4b5b-8737-4b9bfb533ce2
amazon web service,amazon webservice,4735,grouped,group this under amazon aws,,dff0f875-e665-439e-9c63-b2204548b44b
amazon web service,amazon web services,4735,grouped,group this under amazon aws,,b5d3012e-a22e-4280-bc9c-a1f5a634f856
selenium,basic selenium,3813,grouped,,,2734073c-457e-11e9-a89e-70106fbef856
selenium,basics of selenium,3813,grouped,,,25a66944-457e-11e9-a89e-70106fbef856
selenium,selenium,3813,grouped,,,f882abae-b461-4f23-a9f7-422de7148a7d
selenium,selenium basics,3813,grouped,,,276716ae-457e-11e9-a89e-70106fbef856
selenium,selenium we,3813,grouped,,,27724d2a-457e-11e9-a89e-70106fbef856
ms office,ms office,3502,grouped,,,35997a7a-3f3c-467f-9bee-1e1f7a9a4a77
git,git,3495,grouped,,,18969cd8-457e-11e9-a89e-70106fbef856
power bi,power bi,3190,grouped,,,18bf37b3-457e-11e9-a89e-70106fbef856
power bi,power bi desktop,3190,grouped,,,279dfc34-457e-11e9-a89e-70106fbef856
jira,jiira,3040,converted to skilll,,,2cbe348c-457e-11e9-a89e-70106fbef856
jira,jir,3040,converted to skilll,,,1c93ca35-457e-11e9-a89e-70106fbef856
jira,jira,3040,converted to skilll,,,bcd30b11-5db8-4bfb-9401-7250870728d1
jira,jira admin,3040,converted to skilll,,,76bc2bd0-8f0d-4d75-908e-c66b3c2a6779
jira,jira tool,3040,converted to skilll,,,1d254fc6-457e-11e9-a89e-70106fbef856
spring boot,spingboot,2891,grouped,,,2cd1ac32-457e-11e9-a89e-70106fbef856
spring boot,spring boot,2891,grouped,,,18a9dd99-457e-11e9-a89e-70106fbef856
spring boot,springboot,2891,grouped,,,1ab7aed8-457e-11e9-a89e-70106fbef856
node js,node js,2717,grouped,,,f3775fd7-1f62-464e-b20d-f31baf81d544
node js,node.js,2717,grouped,,,b6380b38-b285-46f2-b92f-14d535ccfab1
node js,nodejs,2717,grouped,,,18bfa31c-457e-11e9-a89e-70106fbef856
angular,angu,2694,grouped,,,1c105e15-457e-11e9-a89e-70106fbef856
angular,angul,2694,grouped,,,1c643b63-457e-11e9-a89e-70106fbef856
angular,angula,2694,grouped,,,1ba9d147-457e-11e9-a89e-70106fbef856
angular,angulajs,2694,grouped,,,2c894bb2-457e-11e9-a89e-70106fbef856
angular,angular,2694,grouped,,,080445eb-0657-4e20-a39c-efe0c7216f78
angular,angular 1,2694,grouped,,,2691c025-457e-11e9-a89e-70106fbef856
angular,angular 10,2694,grouped,,,4f9c95db-16b5-4f51-8515-65751dbac186
angular,angular 11,2694,grouped,,,abf5df07-537e-4a52-bc52-8f73e5c8267a
angular,angular 12,2694,grouped,,,d4ddc498-3d94-464a-937c-b3827a82fb0f
angular,angular 13,2694,grouped,,,27d387ec-2043-4087-aef2-b44c89720460
angular,angular 2,2694,grouped,,,18d9830b-457e-11e9-a89e-70106fbef856
angular,angular 2+,2694,grouped,,,1d7f3421-457e-11e9-a89e-70106fbef856
angular,angular 4,2694,grouped,,,190daa8a-457e-11e9-a89e-70106fbef856
angular,angular 5,2694,grouped,,,1b1dd2e0-457e-11e9-a89e-70106fbef856
angular,angular 6,2694,grouped,,,1b47d1bd-457e-11e9-a89e-70106fbef856
angular,angular 7,2694,grouped,,,27a4306f-457e-11e9-a89e-70106fbef856
angular,angular 8,2694,grouped,,,b177adee-7c33-45fb-bab0-87600c10e087
angular,angular 9,2694,grouped,,,a5462915-83d2-4ffa-8fcb-9615a11508e2
angular,angular cli,2694,grouped,,,28047ba7-457e-11e9-a89e-70106fbef856
angular,angular forms,2694,grouped,,,7c05fed2-a981-4bcd-a98a-b15a73aa2d3f
angular,angular js,2694,grouped,,,3b86ac1a-86bf-474b-a06f-4973f9befaa3
angular,angular js 1,2694,grouped,,,27177b8b-457e-11e9-a89e-70106fbef856
angular,angular js 2,2694,grouped,,,254e18b2-457e-11e9-a89e-70106fbef856
angular,angular js 2+,2694,grouped,,,1b5962a7-457e-11e9-a89e-70106fbef856
angular,angular material,2694,grouped,,,1c1092e5-457e-11e9-a89e-70106fbef856
angular,angular modules,2694,grouped,,,da9f73e8-ed17-44e9-9640-c80198106cf8
angular,angular observables,2694,grouped,,,a88f5a97-4332-4276-8bea-c7d5225ddb3e
angular,angular routing,2694,grouped,,,e35f9b19-90bb-4c18-80e6-54e3c2c6a89f
angular,angular services,2694,grouped,,,3c3290cb-9ad3-4163-b81f-b2c5d2aeb5d1
angular,angular templates,2694,grouped,,,e2d619ec-8718-4f82-8946-b88b860387d9
angular,angular. js,2694,grouped,,,9781c003-b112-4a6e-9dce-a5de3c51d1cf
angular,angular.js,2694,grouped,,,e59173c7-dd6c-4f3c-884a-a1877fe176e1
angular,angular2,2694,grouped,,,18ed76a7-457e-11e9-a89e-70106fbef856
angular,angular2+,2694,grouped,,,27e9d047-457e-11e9-a89e-70106fbef856
angular,angular4,2694,grouped,,,1af82f1f-457e-11e9-a89e-70106fbef856
angular,angular5,2694,grouped,,,1bc8e7e0-457e-11e9-a89e-70106fbef856
angular,angular6,2694,grouped,,,1c200b37-457e-11e9-a89e-70106fbef856
angular,angularjs,2694,grouped,,,18937263-457e-11e9-a89e-70106fbef856
angular,angularjs 1,2694,grouped,,,250436e3-457e-11e9-a89e-70106fbef856
angular,angularjs 2,2694,grouped,,,1cdcf765-457e-11e9-a89e-70106fbef856
angular,angularjs 4,2694,grouped,,,2cb9644d-457e-11e9-a89e-70106fbef856
angular,angularjs1,2694,grouped,,,2ccd9ef1-457e-11e9-a89e-70106fbef856
angular,angularjs2,2694,grouped,,,1d54357e-457e-11e9-a89e-70106fbef856
angular,angulerjs,2694,grouped,,,25e1b4ab-457e-11e9-a89e-70106fbef856
github,github,2670,not yet grouped,,,18a0be2c-457e-11e9-a89e-70106fbef856
excel,advanced excel,2616,grouped,,,ce2f2862-54e3-481f-bb74-beb30efa915a
excel,excel,2616,grouped,,,53be6b03-246d-4d18-b958-05db971f031e
excel,excel reporting,2616,grouped,,,255c4c45-457e-11e9-a89e-70106fbef856
excel,excel to ci,2616,grouped,,,26d22bf8-457e-11e9-a89e-70106fbef856
linux,basic linux,2575,grouped,,,1bec5c67-457e-11e9-a89e-70106fbef856
linux,basics of linux,2575,grouped,,,1cdf2ec2-457e-11e9-a89e-70106fbef856
linux,linux,2575,grouped,,,a567e6d0-dcd4-4b61-8e17-5284cdff9a5d
linux,linux basic,2575,grouped,,,26b7666b-457e-11e9-a89e-70106fbef856
linux,linux basics,2575,grouped,,,1c91ca0a-457e-11e9-a89e-70106fbef856
linux,linux commands,2575,grouped,,,1d3be159-457e-11e9-a89e-70106fbef856
linux,linux environment,2575,grouped,,,18d912fd-457e-11e9-a89e-70106fbef856
linux,linux ha,2575,grouped,,,5a5b5838-5452-11e9-a89e-70106fbef856
linux,linux internal,2575,grouped,,,27b618b6-457e-11e9-a89e-70106fbef856
linux,linux internals,2575,grouped,,,1b125057-457e-11e9-a89e-70106fbef856
linux,linux operating system,2575,grouped,,,189a30ba-457e-11e9-a89e-70106fbef856
linux,linux os,2575,grouped,,,1b58f8b7-457e-11e9-a89e-70106fbef856
linux,linux platform,2575,grouped,,,25127a31-457e-11e9-a89e-70106fbef856
linux,linux programming,2575,grouped,,,1bc325f6-457e-11e9-a89e-70106fbef856
linux,linux rtos,2575,grouped,,,1cee0c87-457e-11e9-a89e-70106fbef856
linux,web server linux nt iis,2575,grouped,,,1c4f6f99-457e-11e9-a89e-70106fbef856
docker management,docker,2519,roles changed to skills,,,18a19f8a-457e-11e9-a89e-70106fbef856
software development,developer,2404,grouped,,,1c5db7fe-457e-11e9-a89e-70106fbef856
software development,developing software,2404,grouped,,,2655f93d-457e-11e9-a89e-70106fbef856
software development,developement,2404,grouped,,,c73a3aa1-505f-4de0-8506-cb7458b5b158
software development,development and testing,2404,grouped,,,2cee9aeb-457e-11e9-a89e-70106fbef856
software development,software development,2404,grouped,,,7924e252-67be-4efb-9389-7a296212eed8
